"","Activity_ID","Activity_Status","WBS_CD","Activity_Type","Activity_Name","Planned_Start_DT","Planned_Finish_DT","Actual_Start_DT","Actual_Finish_DT","ML_Planned_DT","ML_Actual_DT","Activity_Complete_PCNT","Actual_Dur","Remaining_Dur","Original_Dur","Total_Float","Remaining_Float","Primary_Constraint","Primary_Constraint_DT","Sec_Constraint","Sec_Constraint_DT","Pred_DTL","Sec_DTL","Resources","Budgeted_Labor_Units","Budgeted_Nonlabor_Units"
"714","MDC1.C1.C1450","Not Started","MDC1-BL.5.3.1.4.9.1","Task Dependent","Light Fixtures Installation",2021-01-11 07:00:00,2021-01-18 17:00:00,NA,NA,NA,NA,0,0,6,6,78,78,NA,NA,NA,NA,"MDC1.C1.C3400: FS, MDC1.C1.C1400: FS, MDC1.C1.C1340: FF, MDC1.C1.C1340: FS, MDC1.C1.C1270: FS","MDC1-C1.P1900: FS, MDC1-C1.P1900: SS","VECA  Electricians",480,0
"715","MDC1.C1.C4410","Not Started","MDC1-BL.5.3.1.4.4.1","Task Dependent","Electrical Feeders to Mechanical Equipment Pull-Test-Term",2020-12-23 07:00:00,2021-01-18 17:00:00,NA,NA,NA,NA,0,0,17,17,4,4,NA,NA,NA,NA,"MDC1.C1.C4120: FS, MDC1.C1.C4090: FS, MDC1.C1.C4280: FS, MDC1.C1.C4340: FS","MDC1.C1.C4450: FS","VECA  Electricians",1080,0
"716","MDC1.C1.C1440","Not Started","MDC1-BL.5.3.1.4.1.4","Task Dependent","Controls Installation",2020-12-23 08:00:00,2021-01-18 08:00:00,NA,NA,NA,NA,0,0,16,16,6,6,NA,NA,NA,NA,"MDC1.C1.C1090: FS, MDC1.C1.C1110: FS, MDC1.C1.C1160: FS, MDC1.C1.C1410: FS","MDC1.C1.Cx2000: FS, MDC1-C1.P1800: FS","VECA  Electricians",640,0
"717","MDC1.C2.C3290","Not Started","MDC1-BL.5.3.9.4.10.1","Task Dependent","PDU's Installation",2021-01-13 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,3,3,13,13,NA,NA,NA,NA,"MDC1.C2.C3260: FS, MDC1.C2.C3210: FS, MDC1.C2.C3130: FS, MDC1.C2.E1420: FS, MDC1.C2.E1430: FS","MDC1.C2.C3360: FS, MDC1.C2.C3420: FS","VECA  Electricians",180,0
"718","MDC1.C2.C4240","Not Started","MDC1-BL.5.3.9.4.13.1","Task Dependent","PDU's Installation",2021-01-13 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,3,3,13,13,NA,NA,NA,NA,"MDC1.C2.C4210: FS, MDC1.C2.E1440: FS, MDC1.C2.E1450: FS, MDC1.C2.C4110: FS","MDC1.C2.C4320: FS, MDC1.C2.C4360: FS","VECA  Electricians",180,0
"719","MDC1.C3.C4180","Not Started","MDC1-BL.5.3.8.4.4.4","Task Dependent","Fire Alarm Installation",2021-01-02 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,12,12,70,70,NA,NA,NA,NA,"MDC1.C3.C4130: FS, MDC1.C3.C4100: FS","MDC1.C3.C4410: FS","VECA  Electricians",240,0
"720","MDC1.C4.C1110","Not Started","MDC1-BL.5.3.6.4.1.2","Task Dependent","Set Exterior Mechanical OFCI Equipment (FC / WTE / Pumps)",2021-01-02 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,12,12,62,62,NA,NA,NA,NA,"MDC1.C4.C1080: FS, MDC1.C4.E1140: FS, MDC1.C4.E1150: FS, MDC1-C4.P1700: FS","MDC1.C4.C1340: FS, MDC1.C4.C1120: SS 5, MDC1.C4.C1390: FS, MDC1.C4.C1410: FS","TCM",720,0
"721","MDC1.C4.C3080","Not Started","MDC1-BL.5.3.6.4.2.2","Task Dependent","Steel Supports for Exterior Mechanical Equipment",2021-01-12 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,4,4,75,75,NA,NA,NA,NA,"MDC1.C4.C3070: FS","MDC1.C4.C3110: FS, MDC1.C4.E1240: FS","SURE STEEL",160,0
"722","MDC1.C4.C3090","Not Started","MDC1-BL.5.3.6.4.6.4","Task Dependent","Fire Alarm System",2021-01-02 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,12,12,98,98,NA,NA,NA,NA,"MDC1.C4.C3050: FS","MDC1.C4.C3250: FS","VECA  Electricians",240,0
"723","MDC1.C4.C2110","Not Started","MDC1-BL.5.3.6.4.3.2","Task Dependent","Set Exterior Mechanical OFCI Equipment (FC / WTE / Pumps)",2021-01-02 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,12,12,62,62,NA,NA,NA,NA,"MDC1.C4.C2080: FS, MDC1.C4.E1160: FS, MDC1.C4.E1170: FS","MDC1.C4.C2360: FS, MDC1.C4.C2120: SS 5, MDC1.C4.C2400: FS, MDC1.C4.C2430: FS","TCM",720,0
"724","MDC1.C4.C4080","Not Started","MDC1-BL.5.3.6.4.4.2","Task Dependent","Steel Supports for Exterior Mechanical Equipment",2021-01-12 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,4,4,75,75,NA,NA,NA,NA,"MDC1.C4.C4070: FS","MDC1.C4.C4110: FS, MDC1.C4.E1260: FS","SURE STEEL",160,0
"725","MDC1.C4.C4090","Not Started","MDC1-BL.5.3.6.4.8.4","Task Dependent","Fire Alarm System",2021-01-02 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,12,12,98,98,NA,NA,NA,NA,"MDC1.C4.C4050: FS","MDC1.C4.C4240: FS","VECA  Electricians",240,0
"726","MDC1.S.1810","Not Started","MDC1-BL.5.1.3.3","Task Dependent","Term COLO -4 WEST UPMS",2021-01-09 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,6,6,0,0,NA,NA,NA,NA,"MDC1.S.1750: FS, MDC1.S.1710: FS, MDC1.S.1800: FS","MDC1.S.1850: FF, MDC1.S.1850: FS, MDC1.S.1840: FS","VECA  Electricians",360,0
"727","MDC1.S.1820","Not Started","MDC1-BL.5.1.3.3","Task Dependent","Term- UMS- Load side",2021-01-02 07:00:00,2021-01-15 17:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.S.1740: FS, MDC1.S.1630: FS, MDC1.S.1650: FS, MDC1.S.1730: FS","MDC1.S.1850: FS","VECA  Electricians",720,0
"728","MDC1.C2.C1340","Not Started","MDC1-BL.5.3.9.4.9.2","Task Dependent","BMS Pull Wire / Term / Test",2020-12-30 07:00:00,2021-01-14 17:00:00,NA,NA,NA,NA,0,0,12,12,23,23,NA,NA,NA,NA,"MDC1.C2.C1280: FS","MDC1.C2.C1440: FS, MDC1.C2.Cx2040: FS, MDC1.C2.Cx2010: FS, MDC1.C2.C1400: FS","LINX- TELECOM",1440,0
"729","MDC1.C2.C3280","Not Started","MDC1-BL.5.3.9.4.10.2","Task Dependent","EPMS Pull Wire / Term / Test",2020-12-30 07:00:00,2021-01-14 17:00:00,NA,NA,NA,NA,0,0,12,12,11,11,NA,NA,NA,NA,"MDC1.C2.C3210: FS","MDC1.C2.C3330: FS","LINX- TELECOM",1440,0
"730","MDC1.C2.C2350","Not Started","MDC1-BL.5.3.9.4.11.2","Task Dependent","BMS Pull Wire / Term / Test",2020-12-30 07:00:00,2021-01-14 17:00:00,NA,NA,NA,NA,0,0,12,12,23,23,NA,NA,NA,NA,"MDC1.C2.C2270: FS","MDC1.C2.C2450: FS, MDC1.C2.Cx2020: FS, MDC1.C2.Cx2000: FS, MDC1.C2.C2390: FS","LINX- TELECOM",1440,0
"731","MDC1.C2.C4230","Not Started","MDC1-BL.5.3.9.4.13.2","Task Dependent","EPMS Pull Wire / Term / Test",2020-12-30 07:00:00,2021-01-14 17:00:00,NA,NA,NA,NA,0,0,12,12,11,11,NA,NA,NA,NA,"MDC1.C2.C4170: FS","MDC1.C2.C4290: FS","LINX- TELECOM",1440,0
"732","MDC1.C2.C3270","Not Started","MDC1-BL.5.3.9.4.2.1","Task Dependent","Steel Support for OH Conductors & Cable Tray Installation",2021-01-08 07:00:00,2021-01-13 17:00:00,NA,NA,NA,NA,0,0,5,5,5,5,NA,NA,NA,NA,"MDC1.C2.C3050: FS, MDC1.C2.C3230: FS, MDC1.C2.C1290: FS","MDC1.C2.C3340: FS, MDC1.C2.C3380: FS, MDC1.C2.C3430: FS","SURE STEEL",160,0
"733","MDC1.C2.C2340","Not Started","MDC1-BL.5.3.9.4.3.1","Task Dependent","Assemble MER & Complete Shipping Split (SE)",2021-01-02 07:00:00,2021-01-13 17:00:00,NA,NA,NA,NA,0,0,10,10,0,0,NA,NA,NA,NA,"MDC1.C2.C2290: FS","MDC1.C2.C2370: FS, MDC1.C2.C2410: FS",NA,0,0
"734","MDC1.C2.C4220","Not Started","MDC1-BL.5.3.9.4.4.1","Task Dependent","Lift & Set MER in Place",2021-01-08 07:00:00,2021-01-13 17:00:00,NA,NA,NA,NA,0,0,5,5,2,2,NA,NA,NA,NA,"MDC1.C2.E1410: FS, MDC1.C2.E1200: FS, MDC1.C2.C4040: FS, MDC1.C2.C3230: FS","MDC1.C2.C4250: FS, MDC1.C2.C4280: FS, MDC1.C3.C1230: FS","VECA  Electricians",120,0
"735","MDC1.C1.C2440","Not Started","MDC1-BL.5.3.1.4.11.2","Task Dependent","Install Production Fiber (Includes MOR rack set)",2020-12-16 07:00:00,2021-01-13 17:00:00,NA,NA,NA,NA,0,0,20,20,57,57,NA,NA,NA,NA,"MDC1.C1.C2370: FS","MDC1.C2.Cx4010: FS, MDC1.C1.Cx4000: FS, MDC1.C1.C4460: FS","LINX- TELECOM",1440,0
"736","MDC1.C1.C3410","Not Started","MDC1-BL.5.3.1.4.2.1","Task Dependent","Generator & Utility Power Pull-Test-Term",2020-12-28 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.C1.C3350: FS, MDC1.C1.C3080: FS, MDC1.C1.C3250: FS","MDC1.C1.Cx2030: FS, MDC1.C1.C3470: FS","VECA  Electricians",960,0
"737","MDC1.C1.C4390","Not Started","MDC1-BL.5.3.1.4.13.1","Task Dependent","Light Fixtures Installation",2021-01-06 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,6,6,82,82,NA,NA,NA,NA,"MDC1.C1.C4360: FS, MDC1.C1.C4300: FS, MDC1.C1.C4220: FS","MDC1.C1.C4400: FS, MDC1-C1.P1900: FS","VECA  Electricians",480,0
"738","MDC1.C2.C4200","Not Started","MDC1-BL.5.3.9.4.13.3","Task Dependent","Fire Alarm System",2020-12-30 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,10,10,25,25,NA,NA,NA,NA,"MDC1.C2.C4170: FS","MDC1.C2.C4330: FS, MDC1-C2.P1900: FS","VECA  Electricians",600,0
"739","MDC1.C3.C3120","Not Started","MDC1-BL.5.3.8.3.6.1","Task Dependent","In-Wall MEPFP Rough-In (surface mounted Rough-in)",2020-12-28 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,12,12,53,53,NA,NA,NA,NA,"MDC1.C3.C3090: FF, MDC1.C3.C3090: FS","MDC1.C4.C1130: FS, MDC1.C3.C3160: FS","VECA  Electricians",960,0
"740","MDC1.C3.C3130","Not Started","MDC1-BL.5.3.8.4.6.1","Task Dependent","VFD'S Installation & Wiring",2020-12-28 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,12,12,67,67,NA,NA,NA,NA,"MDC1.C3.C3090: FS","MDC1.C3.C3290: FS, MDC1.C3.C3170: FS, MDC1.C3.Cx3020: FS","VECA  Electricians",240,0
"741","MDC1.C3.C3140","Not Started","MDC1-BL.5.3.8.4.6.2","Task Dependent","AHU/DOAS Equipment Setting",2020-12-28 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,12,12,83,83,NA,NA,NA,NA,"MDC1.C3.C3090: FS, MDC1.C3.E1300: FS, MDC1.C3.E1320: FS","MDC1.C3.C3150: FS","TCM",480,0
"742","MDC1.C3.C4150","Not Started","MDC1-BL.5.3.8.3.8.1","Task Dependent","In-Wall MEPFP Rough-In (surface mounted Rough-in)",2020-12-28 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,12,12,53,53,NA,NA,NA,NA,"MDC1.C3.C4110: FS","MDC1.C4.C2130: FS, MDC1.C3.C4200: FS","VECA  Electricians",960,0
"743","MDC1.C3.C4160","Not Started","MDC1-BL.5.3.8.4.8.1","Task Dependent","VFD'S Installation & Wiring",2020-12-28 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,12,12,67,67,NA,NA,NA,NA,"MDC1.C3.C4110: FS","MDC1.C3.C4400: FS, MDC1.C3.C4210: FS, MDC1.C3.Cx3020: FS","VECA  Electricians",240,0
"744","MDC1.C3.C4170","Not Started","MDC1-BL.5.3.8.4.8.2","Task Dependent","AHU/DOAS Equipment Setting",2020-12-28 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,12,12,83,83,NA,NA,NA,NA,"MDC1.C3.C4110: FS, MDC1.C3.E1310: FS, MDC1.C3.E1330: FS","MDC1.C3.C4190: FS","TCM",480,0
"745","MDC1-1968","Not Started","MDC1-BL.5.3.2.4.5.1","Task Dependent","Electrical Feeders to Mechanical Equipment Pull-Test-Term",2020-12-15 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,20,20,8,8,NA,NA,NA,NA,"MDC1AD-1019: FS, MDC1-1963: FS","MDC1-1976: FS","VECA  Electricians",1080,0
"746","MDC1-1969","Not Started","MDC1-BL.5.3.2.4.5.1","Task Dependent","Pull Conductors into Building",2020-12-15 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,20,20,20,20,NA,NA,NA,NA,"MDC1AD-1019: FS, MDC1-1963: FS","MDC1.AD.Cx2000: FS 10","VECA  Electricians",1440,0
"747","MDC1.C1.C4400","Not Started","MDC1-BL.5.3.1.4.13.3","Finish Milestone","Data Hall complete",NA,2021-01-12 17:00:00,NA,NA,2021-01-12 17:00:00,NA,0,0,0,0,94,94,NA,NA,NA,NA,"MDC1.C1.C4390: FS, MDC1.C1.C2400: FS, MDC1.C1.C3400: FS, MDC1.C1.C4380: FS","MDC1.C1.Cx3050: FS, MDC1.C1.Cx4020: FS",NA,0,0
"748","MDC1.C2.C3260","Not Started","MDC1-BL.5.3.9.4.10.1","Task Dependent","Power Bus Installation",2020-12-30 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,10,10,13,13,NA,NA,NA,NA,"MDC1.C2.C3210: FS, MDC1.C2.C3170: FS","MDC1.C2.C3290: FS, MDC1.C2.E1420: FS","VECA  Electricians",1200,0
"749","MDC1.C2.C4210","Not Started","MDC1-BL.5.3.9.4.13.1","Task Dependent","Power Bus Installation",2020-12-30 07:00:00,2021-01-12 17:00:00,NA,NA,NA,NA,0,0,10,10,13,13,NA,NA,NA,NA,"MDC1.C2.C4170: FS","MDC1.C2.C4240: FS, MDC1.C2.E1440: FS","VECA  Electricians",1200,0
"750","MDC1.C1.C4380","Not Started","MDC1-BL.5.3.1.4.13.2","Task Dependent","BMS Pull Wire / Term / Test",2020-12-23 07:00:00,2021-01-11 17:00:00,NA,NA,NA,NA,0,0,12,12,25,25,NA,NA,NA,NA,"MDC1.C1.C4330: FS, MDC1.C1.C4180: FS","MDC1.C1.C4460: FS, MDC1.C1.Cx2100: FS, MDC1.C1.Cx2050: FS, MDC1.C1.C4400: FS","LINX- TELECOM",1440,0
"751","MDC1.C2.C3240","Not Started","MDC1-BL.5.3.9.3.6.1","Task Dependent","In-Wall MEPFP Rough-In (surface mounted Rough-in)",2020-12-23 07:00:00,2021-01-11 17:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.C2.C3190: FS, MDC1.C2.C3190: SS 5","MDC1.C3.C1210: FS, MDC1.C2.C3350: FS","VECA  Electricians",960,0
"752","MDC1.C2.C3250","Not Started","MDC1-BL.5.3.9.4.6.2","Task Dependent","AHU/DOAS Equipment Setting",2020-12-23 07:00:00,2021-01-11 17:00:00,NA,NA,NA,NA,0,0,12,12,52,52,NA,NA,NA,NA,"MDC1.C2.C3090: FS, MDC1.C2.E1320: FS, MDC1.C2.E1340: FS","MDC1.C2.C3320: FS","TCM",480,0
"753","MDC1.C2.C4180","Not Started","MDC1-BL.5.3.9.3.8.1","Task Dependent","In-Wall MEPFP Rough-In (surface mounted Rough-in)",2020-12-23 07:00:00,2021-01-11 17:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.C2.C4150: FS, MDC1.C2.C4150: SS 5","MDC1.C3.C2240: FS, MDC1.C2.C4300: FS","VECA  Electricians",960,0
"754","MDC1.C2.C4190","Not Started","MDC1-BL.5.3.9.4.8.2","Task Dependent","AHU/DOAS Equipment Setting",2020-12-23 07:00:00,2021-01-11 17:00:00,NA,NA,NA,NA,0,0,12,12,52,52,NA,NA,NA,NA,"MDC1.C2.C4070: FS, MDC1.C2.E1330: FS, MDC1.C2.E1350: FS","MDC1.C2.C4270: FS","TCM",480,0
"755","MDC1.C4.C3070","Not Started","MDC1-BL.5.3.6.4.2.2","Task Dependent","Exterior Equipment Pads - Mechanical",2020-12-23 07:00:00,2021-01-11 17:00:00,NA,NA,NA,NA,0,0,12,12,75,75,NA,NA,NA,NA,"MDC1.C4.C3060: SS 6, MDC1.C4.C3000: FS","MDC1.C4.C3080: FS","CSI, VECA  Electricians",1440,0
"756","MDC1.C4.C4070","Not Started","MDC1-BL.5.3.6.4.4.2","Task Dependent","Exterior Equipment Pads - Mechanical",2020-12-23 07:00:00,2021-01-11 17:00:00,NA,NA,NA,NA,0,0,12,12,75,75,NA,NA,NA,NA,"MDC1.C4.C4060: SS 6, MDC1.C4.C4000: FS","MDC1.C4.C4080: FS","CSI, VECA  Electricians",1440,0
"757","MDC1AD-1023","Not Started","MDC1-BL.5.3.2.4.4","Task Dependent","Mechanical Devices & Trim",2020-12-15 07:00:00,2021-01-09 17:00:00,NA,NA,NA,NA,0,0,18,18,32,32,NA,NA,NA,NA,"MDC1AD-1019: FS, MDC1AD-1021: FS","MDC1.AD.Cx2000: FS","TCM",360,0
"758","MDC1.C1.C3390","Not Started","MDC1-BL.5.3.1.4.2.1","Task Dependent","Electrical Feeders to Mechanical Equipment Pull-Test-Term",2020-12-12 07:00:00,2021-01-09 17:00:00,NA,NA,NA,NA,0,0,20,20,6,6,NA,NA,NA,NA,"MDC1.C1.C3130: FS, MDC1.C1.C3080: FS, MDC1.C1.C3250: FS, MDC1.C1.C3300: FS","MDC1.C1.C3450: FS","VECA  Electricians",1080,0
"759","MDC1.C1.C3400","Not Started","MDC1-BL.5.3.1.4.10.1","Task Dependent","Light Fixtures Installation",2021-01-04 07:00:00,2021-01-09 17:00:00,NA,NA,NA,NA,0,0,6,6,78,78,NA,NA,NA,NA,"MDC1.C1.C3360: FS, MDC1.C1.C3310: FS, MDC1.C1.C3240: FS","MDC1.C1.C1450: FS, MDC1.C1.C4400: FS, MDC1-C1.P1900: FS","VECA  Electricians",480,0
"760","MDC1.C4.E1230","Not Started","MDC1-BL.4.10.2.1.4","Finish Milestone","Pad Ready for MER COLO-4 Cell-4",NA,2021-01-09 17:00:00,NA,NA,2021-01-09 17:00:00,NA,0,0,0,0,66,66,NA,NA,NA,NA,"MDC1.C4.C4060: FS 5","MDC1.C4.C4250: FS",NA,0,0
"761","MDC1.C1.C3380","Not Started","MDC1-BL.5.3.1.4.10.2","Task Dependent","BMS Pull Wire / Term / Test",2020-12-21 07:00:00,2021-01-08 17:00:00,NA,NA,NA,NA,0,0,12,12,23,23,NA,NA,NA,NA,"MDC1.C1.C3190: FS, MDC1.C1.C3330: FS","MDC1.C1.C3460: FS, MDC1.C1.Cx2070: FS, MDC1.C1.Cx2030: FS","LINX- TELECOM",1440,0
"762","MDC1.C4.E1220","Not Started","MDC1-BL.4.10.2.1.4","Finish Milestone","Pad Ready for MER COLO-4 Cell-3",NA,2021-01-08 17:00:00,NA,NA,2021-01-08 17:00:00,NA,0,0,0,0,62,62,NA,NA,NA,NA,"MDC1.C4.C3060: FS 4","MDC1.C4.C3210: FS",NA,0,0
"763","MDC1.S.1770","Not Started","MDC1-BL.5.1.3.2","Task Dependent","PULL- URS to COLO-4",2021-01-05 07:00:00,2021-01-08 17:00:00,NA,NA,NA,NA,0,0,4,4,0,0,NA,NA,NA,NA,"MDC1.C4.C4040: FS, MDC1.C4.C2040: FS, MDC1.C4.C3040: FS, MDC1.C4.C1040: FS, MDC1.S.1140: FS, MDC1.S.1180: FS, MDC1.S.1460: FS, MDC1.S.1670: FS, MDC1.S.1580: FS, MDC1.S.1200: FS, MDC1.S.1640: FS, MDC1.S.1750: FS, MDC1-1996: FS","MDC1.S.1790: FF","VECA  Electricians",240,0
"764","MDC1.S.1780","Not Started","MDC1-BL.5.1.3.3","Task Dependent","Term COLO -4 East UPMS",2021-01-02 07:00:00,2021-01-08 17:00:00,NA,NA,NA,NA,0,0,6,6,6,6,NA,NA,NA,NA,"MDC1.S.1720: FS, MDC1.S.1710: FS, MDC1.S.1660: FS","MDC1.S.1850: FS, MDC1.S.1840: FS","VECA  Electricians",360,0
"765","MDC1.S.1790","Not Started","MDC1-BL.5.1.3.3","Task Dependent","TERM- URS- Load Side",2020-12-21 07:00:00,2021-01-08 17:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.S.1770: FF, MDC1.S.1640: FS, MDC1.S.1500: FS, MDC1.S.1480: FS","MDC1.S.1850: FS, MDC1.S.1840: SS 4, MDC1.S.1800: FF","VECA  Electricians",720,0
"766","MDC1.S.1800","Not Started","MDC1-BL.5.1.3.3","Task Dependent","Term- JAZ  to Structure- (Incl Stress Cones) from ums",2020-12-28 07:00:00,2021-01-08 17:00:00,NA,NA,NA,NA,0,0,9,9,0,0,NA,NA,NA,NA,"MDC1.S.1700: FS, MDC1.S.1690: FS, MDC1.S.1790: FF","MDC1.S.1850: FS, MDC1.S.1840: FS, MDC1.S.1810: FS","VECA  Electricians",360,0
"767","MDC1.C2.C3220","Not Started","MDC1-BL.5.3.9.4.10.3","Task Dependent","Fire Alarm System",2020-12-22 07:00:00,2021-01-07 17:00:00,NA,NA,NA,NA,0,0,10,10,29,29,NA,NA,NA,NA,"MDC1.C2.C3210: FF 6","MDC1.C2.C3370: FS","VECA  Electricians",600,0
"768","MDC1.C3.C1200","Not Started","MDC1-BL.5.3.8.4.1.4","Task Dependent","Fire Alarm Installation",2020-12-19 07:00:00,2021-01-07 17:00:00,NA,NA,NA,NA,0,0,12,12,67,67,NA,NA,NA,NA,"MDC1.C3.C1160: FS, MDC1.C3.C1110: FS, MDC1.C3.C1170: FS","MDC1.C3.C1400: FS, MDC1-C3.P1800: FS","VECA  Electricians",240,0
"769","MDC1.C3.C4140","Not Started","MDC1-BL.5.3.8.4.4.2","Task Dependent","Mechanical Equipment Piping Connections",2020-12-19 07:00:00,2021-01-07 17:00:00,NA,NA,NA,NA,0,0,12,12,89,89,NA,NA,NA,NA,"MDC1.C3.C4130: SS 5","MDC1.C3.Cx2050: FS","TCM",720,0
"770","MDC1.C2.C3230","Not Started","MDC1-BL.5.3.9.4.2.1","Task Dependent","Lift & Set MER in Place",2021-01-02 07:00:00,2021-01-07 17:00:00,NA,NA,NA,NA,0,0,5,5,0,0,NA,NA,NA,NA,"MDC1.C2.C3050: FS, MDC1.C2.E1210: FS, MDC1.C2.E1360: FS, MDC1.C2.C2290: FS","MDC1.C2.C3310: FS, MDC1.C2.C3270: FS, MDC1.C2.C4220: FS","VECA  Electricians",120,0
"771","MDC1.S.1760","Not Started","MDC1-BL.5.1.3.3","Task Dependent","Term- JUMS to URS- (Incl Stress Cones)",2020-12-23 07:00:00,2021-01-07 17:00:00,NA,NA,NA,NA,0,0,9,9,7,7,NA,NA,NA,NA,"MDC1.S.1600: FS, MDC1.S.1700: FS","MDC1.S.1850: FS, MDC1.S.1840: FS","VECA  Electricians",360,0
"772","MDC1.C2.C1330","Not Started","MDC1-BL.5.3.9.4.1.1","Task Dependent","Assemble MER & Complete Shipping Split (SE)",2020-12-21 08:00:00,2021-01-07 08:00:00,NA,NA,NA,NA,0,0,10,10,0,0,NA,NA,NA,NA,"MDC1.C2.C1250: FS","MDC1.C2.C1380: FS, MDC1.C2.C1430: FS",NA,0,0
"773","MDC1.C1.C2430","Not Started","MDC1-BL.5.3.1.4.3.1","Task Dependent","Generator & Utility Power Pull-Test-Term",2020-12-18 07:00:00,2021-01-06 17:00:00,NA,NA,NA,NA,0,0,12,12,0,0,NA,NA,NA,NA,"MDC1.C1.C2390: FS, MDC1.C1.C2090: FS, MDC1.C1.C2280: FS","MDC1.C1.Cx2010: FS, MDC1.C1.C2460: FS","VECA  Electricians",960,0
"774","MDC1.C2.C2330","Not Started","MDC1-BL.5.3.9.4.3.1","Task Dependent","Steel Support for OH Conductors & Cable Tray Installation",2021-01-02 07:00:00,2021-01-06 17:00:00,NA,NA,NA,NA,0,0,4,4,6,6,NA,NA,NA,NA,"MDC1.C2.C2030: FS, MDC1.C2.C2290: FS","MDC1.C2.C2370: FS, MDC1.C2.C2420: FS, MDC1.C2.C2410: FS, MDC1.C2.C4250: FS","SURE STEEL",160,0
"775","MDC1.C1.C4370","Not Started","MDC1-BL.5.3.1.4.4.1","Task Dependent","GEN & UPM to MER Cable Bus Instal",2020-12-23 07:00:00,2021-01-06 17:00:00,NA,NA,NA,NA,0,0,8,8,0,0,NA,NA,NA,NA,"MDC1.C1.C4280: FS, MDC1.C1.C4340: FS, MDC1.C1.C2390: FS","MDC1.C1.C4440: FS","VECA  Electricians",560,0
"776","MDC1.C1.C1430","Not Started","MDC1-BL.5.3.1.4.9.2","Task Dependent","Install Production Fiber (Includes MOR rack set & Fiber runner)",2020-12-09 07:00:00,2021-01-06 17:00:00,NA,NA,NA,NA,0,0,20,20,63,63,NA,NA,NA,NA,"MDC1.C1.C1390: SS 6, MDC1.C1.C1330: SS 6","MDC1.C1.Cx4000: FS, MDC1.C1.C3460: FS","LINX- TELECOM",1440,0
"777","MDC1.C1.C4360","Not Started","MDC1-BL.5.3.1.4.13.1","Task Dependent","Pull / Term / Test Conductors",2020-12-07 07:00:00,2021-01-05 17:00:00,NA,NA,NA,NA,0,0,21,21,30,30,NA,NA,NA,NA,"MDC1.C1.C4220: FS","MDC1.C1.C4390: FS, MDC1.C1.Cx2050: FS","VECA  Electricians",1680,0
"778","MDC1.C3.C1190","Not Started","MDC1-BL.5.3.8.4.5.4","Task Dependent","Controls Installation",2020-12-10 07:00:00,2021-01-05 17:00:00,NA,NA,NA,NA,0,0,18,18,81,81,NA,NA,NA,NA,"MDC1.C3.C1130: FS, MDC1.C3.C1150: FS","MDC1.C3.Cx2000: FS, MDC1-C3.P1800: FS","VECA  Electricians",720,0
"779","MDC1.C3.C2200","Not Started","MDC1-BL.5.3.8.3.7.2","Task Dependent","Mechanical Corridor Finishes",2020-12-10 07:00:00,2021-01-05 17:00:00,NA,NA,NA,NA,0,0,18,18,156,156,NA,NA,NA,NA,"MDC1.C3.C2120: FS, MDC1.C3.C2030: FS","MDC1.C3.C2410: FS, MDC1.C3.C2230: FS, MDC1-C3.P1900: FS, MDC1.C3.C2220: FS","PCI",180,0
"780","MDC1.C3.C2210","Not Started","MDC1-BL.5.3.8.4.7.4","Task Dependent","Controls Installation",2020-12-10 07:00:00,2021-01-05 17:00:00,NA,NA,NA,NA,0,0,18,18,81,81,NA,NA,NA,NA,"MDC1.C3.C2130: FS, MDC1.C3.C2150: FS","MDC1.C3.Cx2010: FS","VECA  Electricians",720,0
