"","Activity_ID","Activity_Status","WBS_CD","Activity_Type","Activity_Name","Planned_Start_DT","Planned_Finish_DT","Actual_Start_DT","Actual_Finish_DT","ML_Planned_DT","ML_Actual_DT","Activity_Complete_PCNT","Actual_Dur","Remaining_Dur","Original_Dur","Total_Float","Remaining_Float","Primary_Constraint","Primary_Constraint_DT","Sec_Constraint","Sec_Constraint_DT","Pred_DTL","Sec_DTL","Resources","Budgeted_Labor_Units","Budgeted_Nonlabor_Units"
"1","MDC1.M1000","Completed","MDC1-BL.1","Start Milestone","Project Start",2020-04-27 07:00:00,NA,2020-02-24,NA,2020-04-27 07:00:00,2020-02-24,100,0,0,0,NA,NA,"As Late As Possible",NA,NA,NA,NA,"A1170: FS, MDC1-2029: FS, MDC1-2527: FS",NA,0,0
"2","A1170","Completed","MDC1-BL.4.9.2","Start Milestone","Phase 1A - Funding Release",2020-02-24 07:00:00,NA,2020-02-24 07:00:00,NA,2020-02-24 07:00:00,2020-02-24,100,0,0,0,NA,NA,"Start On or After",2020-02-24,NA,NA,"MDC1.M1000: FS","MDC1-1383: FS, MDC1-1977: FS, MDC1.C2.E1300: FS, MDC1.C2.E1310: FS, MDC1.C2.E1360: FS, MDC1.C2.E1410: FS, MDC1.C3.E1340: FS, MDC1.C3.E1360: FS, MDC1.C3.E1350: FS, MDC1.C3.E1370: FS, MDC1.C4.E1360: FS, MDC1.C4.E1380: FS, MDC1.C4.E1370: FS, MDC1.C4.E1390: FS, MDC1.C1.CS1110: FS, MDC1.C2.CS1090: FS, MDC1.C4.CS1090: FS, MDC1-2001: FS, MDC1-2002: FS, MDC1-2002: SS",NA,0,0
"3","MDC1.C1.E1320","Not Started","MDC1-BL.4.10.3.1.1","Start Milestone","MDC1 Deliery -MER ROJ COLO 1 CELL 1",2020-11-06 08:00:00,NA,NA,NA,2020-11-06 08:00:00,NA,0,0,0,0,0,0,"Start On or After",2020-11-06,NA,NA,"MDC1-2527: FS","MDC1.C1.C1250: FS",NA,0,0
"4","MDC1.P1010","Completed","MDC1-BL.3.1","Start Milestone","Mobilize on Site",2020-04-27 07:00:00,NA,2020-04-06,NA,2020-04-27 07:00:00,2020-04-06,100,0,0,0,NA,NA,NA,NA,NA,NA,"MDC1.S.1000: SS -1","MDC1-P1020: FS",NA,0,0
"5","MDC1-P1020","Completed","MDC1-BL.3.1","Start Milestone","Break Ground",2020-04-27 07:00:00,NA,2020-04-22,NA,2020-04-27 07:00:00,2020-04-22,100,0,0,0,NA,NA,"Start On or After",2020-03-16,NA,NA,"MDC1.P1010: FS","MDC1.AD.CS1000: FS, MDC1-C1.P1000: FS",NA,0,0
"6","MDC1-C1.P1000","Completed","MDC1-BL.3.2","Start Milestone","Foundation Start - Admin/COLO 1",2020-04-27 07:00:00,NA,2020-04-22,NA,2020-04-27 07:00:00,2020-04-22,100,0,0,0,NA,NA,NA,NA,NA,NA,"MDC1-P1020: FS, MDC1-2002: FS","MDC1.C1.CS1010: FS, MDC1.AD.CS1000: FS",NA,0,0
"7","MDC1-C1.P1100","Completed","MDC1-BL.3.2","Start Milestone","Steel Erection - Admin/COLO 1",2020-07-27 07:00:00,NA,2020-06-22,NA,2020-07-27 07:00:00,2020-06-22,100,0,0,0,NA,NA,NA,NA,NA,NA,"MDC1.S.1010: FS, MDC1.AD.CS1030: SS","MDC1.C1.CS1030: FS",NA,0,0
"8","MDC1-C1.P1500","Not Started","MDC1-BL.3.2","Start Milestone","Fit out Start - Admin/COLO 1",2020-09-02 07:00:00,NA,NA,NA,2020-09-02 07:00:00,NA,0,0,0,0,11,11,NA,NA,NA,NA,"MDC1.AD.CS1100: FS","MDC1.C1.C1120: FS, MDC1.C1.C1030: FS, MDC1.C1.C3010: FS, MDC1.C1.C2030: FS, MDC1.C1.C4010: FS, MDC1.C1.C1170: FS, MDC1AD-1017: FS",NA,0,0
"9","MDC1-C1.P1400","Not Started","MDC1-BL.3.2","Start Milestone","SOG- ADMIN/ COLO1 Start",2020-08-14 07:00:00,NA,NA,NA,2020-08-14 07:00:00,NA,0,0,0,0,1,1,NA,NA,NA,NA,"MDC1.AD.CS1080: FS, MDC1.AD.CS1060: FS","MDC1.AD.CS1100: FS, MDC1.AD.CS1090: FS",NA,0,0
"10","MDC1-C2.P1000","Completed","MDC1-BL.3.3","Start Milestone","Foundation Start - COLO 2",2020-06-12 07:00:00,NA,2020-05-04,NA,2020-06-12 07:00:00,2020-05-04,100,0,0,0,NA,NA,NA,NA,NA,NA,"MDC1.C1.CS1000: FS, MDC1.C1.CS1020: FS","MDC1.C2.CS1010: FS, MDC1.C2.CS1000: FS",NA,0,0
"11","MDC1-C2.P1100","Not Started","MDC1-BL.3.3","Start Milestone","Steel Erection - COLO 2",2020-07-07 07:00:00,NA,NA,NA,2020-07-07 07:00:00,NA,0,0,0,0,6,6,NA,NA,NA,NA,"MDC1.C1.CS1030: FS","MDC1.C2.CS1020: FS",NA,0,0
"12","MDC1-C2.P1500","Not Started","MDC1-BL.3.3","Start Milestone","Fit out Start - COLO 2",2020-10-05 07:00:00,NA,NA,NA,2020-10-05 07:00:00,NA,0,0,0,0,16,16,NA,NA,NA,NA,"MDC1.C2.CS1090: FS","MDC1.C2.C1050: FS",NA,0,0
"13","MDC1-C2.P1400","Not Started","MDC1-BL.3.3","Start Milestone","SOG- COLO 2 Start",2020-09-22 07:00:00,NA,NA,NA,2020-09-22 07:00:00,NA,0,0,0,0,14,14,NA,NA,NA,NA,"MDC1.C2.CS1070: FS, MDC1.C2.CS1050: FS, MDC1.C2.CS1020: FS","MDC1.C2.CS1090: FS, MDC1.C2.CS1080: FS",NA,0,0
"14","MDC1-C3.P1000","Completed","MDC1-BL.3.4","Start Milestone","Foundation Start - COLO 3",2020-06-22 07:00:00,NA,2020-05-29,NA,2020-06-22 07:00:00,2020-05-29,100,0,0,0,NA,NA,NA,NA,NA,NA,"MDC1.C2.CS1000: FS","MDC1.C3.CS1000: FS",NA,0,0
"15","MDC1-C3.P1100","Not Started","MDC1-BL.3.4","Start Milestone","Steel Erection -COLO 3",2020-07-23 07:00:00,NA,NA,NA,2020-07-23 07:00:00,NA,0,0,0,0,7,7,NA,NA,NA,NA,"MDC1.C2.CS1020: FS","MDC1.C3.CS1020: FS",NA,0,0
"16","MDC1-C3.P1500","Not Started","MDC1-BL.3.4","Start Milestone","Fit out Start - COLO 3",2020-10-22 07:00:00,NA,NA,NA,2020-10-22 07:00:00,NA,0,0,0,0,49,49,NA,NA,NA,NA,"MDC1.C3.CS1090: FS","MDC1.C3.C1090: FS",NA,0,0
"17","MDC1-C3.P1400","Not Started","MDC1-BL.3.4","Start Milestone","SOG- COLO 3 Start",2020-10-10 07:00:00,NA,NA,NA,2020-10-10 07:00:00,NA,0,0,0,0,49,49,NA,NA,NA,NA,"MDC1.C3.CS1070: FS","MDC1.C3.CS1090: FS, MDC1.C3.CS1080: FS",NA,0,0
"18","MDC1-C4.P1000","Not Started","MDC1-BL.3.5","Start Milestone","Foundation Start - COLO 4",2020-07-20 07:00:00,NA,NA,NA,2020-07-20 07:00:00,NA,0,0,0,0,11,11,NA,NA,NA,NA,"MDC1.C3.CS1010: FS","MDC1.C4.CS1010: FS, MDC1.C4.CS1000: FS",NA,0,0
"19","MDC1-C4.P1100","Not Started","MDC1-BL.3.5","Start Milestone","Steel Erection - COLO 4",2020-08-08 07:00:00,NA,NA,NA,2020-08-08 07:00:00,NA,0,0,0,0,10,10,NA,NA,NA,NA,"MDC1.C3.CS1020: FS","MDC1.C4.CS1020: FS",NA,0,0
"20","MDC1-C4.P1500","Not Started","MDC1-BL.3.5","Start Milestone","Fit out Start - COLO 4",2020-11-10 07:00:00,NA,NA,NA,2020-11-10 07:00:00,NA,0,0,0,0,68,68,NA,NA,NA,NA,"MDC1.C4.CS1090: FS","MDC1.C4.C1140: FS",NA,0,0
"21","MDC1-C4.P1400","Not Started","MDC1-BL.3.5","Start Milestone","SOG- COLO 4 Start",2020-10-29 07:00:00,NA,NA,NA,2020-10-29 07:00:00,NA,0,0,0,0,68,68,NA,NA,NA,NA,"MDC1.C4.CS1070: FS","MDC1.C4.CS1090: FS",NA,0,0
"22","MDC1-C1.P1200","Not Started","MDC1-BL.3.2","Start Milestone","Insulated Metal Panel Start- Admin/COLO 1",2020-07-07 07:00:00,NA,NA,NA,2020-07-07 07:00:00,NA,0,0,0,0,9,9,NA,NA,NA,NA,"MDC1.AD.CS1030: SS 12","MDC1.C1.CS1050: FS, MDC1AD-1010: FS, MDC1.AD.CS1060: FF, MDC1.AD.CS1070: FS, MDC1.C1.CS1060: FS, MDC1-1965: FS, MDC1-1972: FS, MDC1-C1.P1300: FS",NA,0,0
"23","MDC1-C1.P1300","Not Started","MDC1-BL.3.2","Start Milestone","Roof Panel Start -Admin/COLO 1",2020-07-15 07:00:00,NA,NA,NA,2020-07-15 07:00:00,NA,0,0,0,0,3,3,NA,NA,NA,NA,"MDC1.AD.CS1040: FS, MDC1.AD.CS1050: SS 2, MDC1-C1.P1200: FS","MDC1.AD.CS1060: FS",NA,0,0
"24","MDC1-C2.P1200","Not Started","MDC1-BL.3.3","Start Milestone","Insulated Metal Panel Start- COLO 2",2020-07-20 07:00:00,NA,NA,NA,2020-07-20 07:00:00,NA,0,0,0,0,18,18,NA,NA,NA,NA,"MDC1.C1.CS1050: FS","MDC1.C2.CS1040: FS",NA,0,0
"25","MDC1-C2.P1300","Not Started","MDC1-BL.3.3","Start Milestone","Roof Panel Start -COLO 2",2020-07-27 07:00:00,NA,NA,NA,2020-07-27 07:00:00,NA,0,0,0,0,10,10,NA,NA,NA,NA,"MDC1.C1.CS1070: FS","MDC1.C2.CS1050: FS",NA,0,0
"26","MDC1-C3.P1200","Not Started","MDC1-BL.3.4","Start Milestone","Insulated Metal Panel Start- COLO 3",2020-08-15 07:00:00,NA,NA,NA,2020-08-15 07:00:00,NA,0,0,0,0,12,12,NA,NA,NA,NA,"MDC1.C2.CS1040: FS, MDC1.C2.CS1040: SS, MDC1.C1.CS1060: FS, MDC1.C2.CS1030: FS","MDC1.C3.CS1040: FS, MDC1.C3.CS1060: FS, MDC1.C3.CS1050: FF, MDC1-C4.P1200: FS, MDC1.C4.CS1060: FS, MDC1.C4.CS1050: FF",NA,0,0
"27","MDC1-C3.P1300","Not Started","MDC1-BL.3.4","Start Milestone","Roof Panel Start -COLO 3",2020-08-18 07:00:00,NA,NA,NA,2020-08-18 07:00:00,NA,0,0,0,0,6,6,NA,NA,NA,NA,"MDC1.C2.CS1050: FS","MDC1.C3.CS1050: FS",NA,0,0
"28","MDC1-C4.P1200","Not Started","MDC1-BL.3.5","Start Milestone","Insulated Metal Panel Start- COLO 4",2020-09-01 07:00:00,NA,NA,NA,2020-09-01 07:00:00,NA,0,0,0,0,11,11,NA,NA,NA,NA,"MDC1.C3.CS1040: FS, MDC1.C3.CS1040: SS, MDC1-C3.P1200: FS, MDC1.C2.CS1040: SS, MDC1.C1.CS1060: FS, MDC1.C2.CS1030: FS, MDC1.C2.CS1040: FS, MDC1.C3.CS1030: FS","MDC1.C4.CS1040: FS",NA,0,0
"29","MDC1-C4.P1300","Not Started","MDC1-BL.3.5","Start Milestone","Roof Panel Start - COLO 4",2020-09-04 07:00:00,NA,NA,NA,2020-09-04 07:00:00,NA,0,0,0,0,6,6,NA,NA,NA,NA,"MDC1.C3.CS1050: FS","MDC1.C4.CS1050: FS",NA,0,0
"30","MDC1-C1.P1800","Not Started","MDC1-BL.3.2","Start Milestone","Cx - Level 2 Start COLO 1",2021-01-25 08:00:00,NA,NA,NA,2021-01-25 08:00:00,NA,0,0,0,0,11,11,NA,NA,NA,NA,"MDC1.C1.C1040: FS, MDC1-P1050: FS, MDC1.C1.C1130: FS, MDC1.C1.C1420: FS, MDC1.C1.C1460: FS, MDC1.C1.C1400: FS, MDC1.C1.C1330: FS, MDC1.C1.C1440: FS, MDC1.C1.C1320: FS, MDC1.C1.C1340: FS, MDC1.C1.C1290: FS, MDC1.C1.C3340: FS, MDC1.C1.C1320: SS, MDC1.C1.C2260: FS, MDC1.C1.C4320: FS, MDC1-2529: FS","MDC1.C1.Cx2020: FS",NA,0,0
"31","MDC1-C2.P1900","Not Started","MDC1-BL.3.3","Start Milestone","Cx - Level 2 Start COLO 2",2021-03-19 07:00:00,NA,NA,NA,2021-03-19 07:00:00,NA,0,0,0,0,112,112,NA,NA,NA,NA,"MDC1.C2.C1450: FS, MDC1.C2.C3440: FS, MDC1.C2.C2230: FS, MDC1.C2.C2430: FS, MDC1.C2.C4100: FS, MDC1.C2.C4400: FS, MDC1.C2.C1220: FS, MDC1.C2.C1320: FS, MDC1.C2.C2210: FS, MDC1.C2.C2320: FS, MDC1.C2.C3200: FS, MDC1.C2.C3300: FS, MDC1.C2.C4160: FS, MDC1.C2.C4260: FS, MDC1.C2.C1240: FS, MDC1.C2.C1400: FS, MDC1.C2.C2240: FS, MDC1.C2.C2390: FS, MDC1.C2.C4200: FS, MDC1.C2.C4330: FS","MDC1.M3010: FS",NA,0,0
"32","MDC1-C3.P1800","Not Started","MDC1-BL.3.4","Start Milestone","Cx - Level 2 Start COLO 3",2021-04-14 07:00:00,NA,NA,NA,2021-04-14 07:00:00,NA,0,0,0,0,2,2,NA,NA,NA,NA,"MDC1.C3.Cx2000: SS, MDC1.C3.C1200: FS, MDC1.C3.C1400: FS, MDC1.C3.C1150: FS, MDC1.C3.C1190: FS, MDC1.C3.C1340: FS, MDC1.C3.C1440: FS, MDC1.C3.C1260: FS, MDC1.C3.C2270: FS","MDC1.C3.Cx2030: FS, MDC1.C3.Cx2010: FS, MDC1.C3.Cx2050: FS",NA,0,0
"33","MDC1-C4.P1800","Not Started","MDC1-BL.3.5","Start Milestone","Cx - Level 2 Start COLO 4",2021-05-21 07:00:00,NA,NA,NA,2021-05-21 07:00:00,NA,0,0,0,0,5,5,NA,NA,NA,NA,"MDC1.C4.Cx2000: SS, MDC1.C4.C1390: FS, MDC1.C4.C1410: FS, MDC1.C4.C1090: FS, MDC1.C4.C1210: FS, MDC1.C4.C1330: FS, MDC1.C4.C1430: FS","MDC1.C4.Cx2030: FS, MDC1.C4.Cx2010: FS, MDC1.C4.Cx2050: FS",NA,0,0
"34","MDC1-C1.P1600","Not Started","MDC1-BL.3.2","Start Milestone","Ready to Set Exterior MER",2020-09-15 07:00:00,NA,NA,NA,2020-09-15 07:00:00,NA,0,0,0,0,43,43,NA,NA,NA,NA,"MDC1.C1.C1050: FS","MDC1.C1.C1250: FS",NA,0,0
"35","MDC1-C1.P1700","Not Started","MDC1-BL.3.2","Start Milestone","Ready to Set Exterior Mechanical Equipment",2020-09-15 07:00:00,NA,NA,NA,2020-09-15 07:00:00,NA,0,0,0,0,52,52,NA,NA,NA,NA,"MDC1.C1.C1060: FS","MDC1.C1.C1110: FS",NA,0,0
"36","MDC1-C2.P1600","Not Started","MDC1-BL.3.3","Start Milestone","Ready to Set MER",2020-10-14 07:00:00,NA,NA,NA,2020-10-14 07:00:00,NA,0,0,0,0,47,47,NA,NA,NA,NA,"MDC1.C2.C1040: FS","MDC1.C2.C1250: FS",NA,0,0
"37","MDC1-C2.P1700","Not Started","MDC1-BL.3.3","Start Milestone","Ready to Set Exterior Mechanical Equipment",2020-10-21 07:00:00,NA,NA,NA,2020-10-21 07:00:00,NA,0,0,0,0,54,54,NA,NA,NA,NA,"MDC1.C2.C1060: FS","MDC1.C2.C1120: FS",NA,0,0
"38","MDC1-C3.P1600","Not Started","MDC1-BL.3.4","Start Milestone","Ready to Set Exterior MER",2020-11-12 07:00:00,NA,NA,NA,2020-11-12 07:00:00,NA,0,0,0,0,57,57,NA,NA,NA,NA,"MDC1.C3.C1050: FS","MDC1.C3.C1230: FS",NA,0,0
"39","MDC1-C3.P1700","Not Started","MDC1-BL.3.4","Start Milestone","Ready to Set Exterior Mechanical Equipment",2020-11-20 07:00:00,NA,NA,NA,2020-11-20 07:00:00,NA,0,0,0,0,58,58,NA,NA,NA,NA,"MDC1.C3.C1060: FS","MDC1.C3.C1160: FS",NA,0,0
"40","MDC1-C4.P1600","Not Started","MDC1-BL.3.5","Start Milestone","Ready to Set Exterior MER",2020-12-16 07:00:00,NA,NA,NA,2020-12-16 07:00:00,NA,0,0,0,0,67,67,NA,NA,NA,NA,"MDC1.C4.C1060: FS","MDC1.C4.C1230: FS",NA,0,0
"41","MDC1-C4.P1700","Not Started","MDC1-BL.3.5","Start Milestone","Ready to Set Exterior Mechanical Equipment",2020-12-23 07:00:00,NA,NA,NA,2020-12-23 07:00:00,NA,0,0,0,0,66,66,NA,NA,NA,NA,"MDC1.C4.C1070: FS","MDC1.C4.C1110: FS",NA,0,0
"42","MDC1.C1.E1380","Not Started","MDC1-BL.4.10.3.1.1","Start Milestone","MDC1 Deliery -MER ROJ COLO 1 CELL 3",2020-11-20 07:00:00,NA,NA,NA,2020-11-20 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2020-11-20,NA,NA,"MDC1-2029: FS, MDC1-2527: FS","MDC1.C1.C3210: FS",NA,0,0
"43","MDC1.C1.E1330","Not Started","MDC1-BL.4.10.3.1.1","Start Milestone","MDC1 Deliery -MER ROJ COLO 1 CELL 2",2020-11-13 07:00:00,NA,NA,NA,2020-11-13 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2020-11-13,NA,NA,"MDC1-2527: FS","MDC1.C1.C2270: FS",NA,0,0
"44","MDC1.C1.E1470","Not Started","MDC1-BL.4.10.3.1.1","Start Milestone","MDC1 Deliery -MER ROJ COLO 1 CELL 4",2020-12-04 07:00:00,NA,NA,NA,2020-12-04 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2020-12-04,NA,NA,"MDC1-2029: FS, MDC1-2527: FS","MDC1.C1.C4270: FS",NA,0,0
"45","MDC1.C2.E1300","Not Started","MDC1-BL.4.10.3.1.6","Start Milestone","MDC1 Deliery -MER ROJ COLO 2 CELL 1",2020-12-15 08:00:00,NA,NA,NA,2020-12-15 08:00:00,NA,0,0,0,0,0,0,"Start On or After",2020-12-15,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C2.C1250: FS",NA,0,0
"46","MDC1.C2.E1310","Not Started","MDC1-BL.4.10.3.1.6","Start Milestone","MDC1 Deliery -MER ROJ COLO 2 CELL 2",2020-12-22 07:00:00,NA,NA,NA,2020-12-22 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2020-12-22,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C2.C2290: FS",NA,0,0
"47","MDC1.C2.E1360","Not Started","MDC1-BL.4.10.3.1.6","Start Milestone","MDC1 Deliery -MER ROJ COLO 2 CELL 3",2020-12-28 07:00:00,NA,NA,NA,2020-12-28 07:00:00,NA,0,0,0,0,3,3,"Start On or After",2020-12-28,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C2.C3230: FS",NA,0,0
"48","MDC1.C2.E1410","Not Started","MDC1-BL.4.10.3.1.6","Start Milestone","MDC1 Deliery -MER ROJ COLO 2 CELL 4",2021-01-05 07:00:00,NA,NA,NA,2021-01-05 07:00:00,NA,0,0,0,0,5,5,"Start On or After",2021-01-05,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C2.C4220: FS",NA,0,0
"49","MDC1.C3.E1340","Not Started","MDC1-BL.4.10.3.1.7","Start Milestone","MDC1 Deliery -MER ROJ COLO 3 CELL 1",2021-01-29 07:00:00,NA,NA,NA,2021-01-29 07:00:00,NA,0,0,0,0,1,1,"Start On or After",2021-01-29,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C3.C1230: FS",NA,0,0
"50","MDC1.C3.E1360","Not Started","MDC1-BL.4.10.3.1.7","Start Milestone","MDC1 Deliery -MER ROJ COLO 3 CELL 3",2021-02-12 07:00:00,NA,NA,NA,2021-02-12 07:00:00,NA,0,0,0,0,1,1,"Start On or After",2021-02-12,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C3.C3200: FS",NA,0,0
"51","MDC1.C3.E1350","Not Started","MDC1-BL.4.10.3.1.7","Start Milestone","MDC1 Deliery -MER ROJ COLO 3 CELL 2",2021-02-05 07:00:00,NA,NA,NA,2021-02-05 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2021-02-05,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C3.C2260: FS",NA,0,0
"52","MDC1.C3.E1370","Not Started","MDC1-BL.4.10.3.1.7","Start Milestone","MDC1 Deliery -MER ROJ COLO 3 CELL 4",2021-02-19 07:00:00,NA,NA,NA,2021-02-19 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2021-02-19,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C3.C4270: FS",NA,0,0
"53","MDC1.C4.E1360","Not Started","MDC1-BL.4.10.3.1.5","Start Milestone","MDC1 Deliery -MER ROJ COLO 4 CELL 1",2021-03-12 07:00:00,NA,NA,NA,2021-03-12 07:00:00,NA,0,0,0,0,1,1,"Start On or After",2021-03-12,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C4.C1230: FS",NA,0,0
"54","MDC1.C4.E1380","Not Started","MDC1-BL.4.10.3.1.5","Start Milestone","MDC1 Deliery -MER ROJ COLO 4 CELL 3",2021-03-26 07:00:00,NA,NA,NA,2021-03-26 07:00:00,NA,0,0,0,0,1,1,"Start On or After",2021-03-26,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C4.C3210: FS",NA,0,0
"55","MDC1.C4.E1370","Not Started","MDC1-BL.4.10.3.1.5","Start Milestone","MDC1 Deliery -MER ROJ COLO 4 CELL 2",2021-03-19 07:00:00,NA,NA,NA,2021-03-19 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2021-03-19,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C4.C2270: FS",NA,0,0
"56","MDC1.C4.E1390","Not Started","MDC1-BL.4.10.3.1.5","Start Milestone","MDC1 Deliery -MER ROJ COLO 4 CELL 4",2021-04-02 07:00:00,NA,NA,NA,2021-04-02 07:00:00,NA,0,0,0,0,0,0,"Start On or After",2021-04-02,NA,NA,"A1170: FS, MDC1-2527: FS","MDC1.C4.C4250: FS",NA,0,0
"57","MDC1-2001","Completed","MDC1-BL.4.9.2","Start Milestone","PEMB Release",2020-02-24 07:00:00,NA,2020-02-24 07:00:00,NA,2020-02-24 07:00:00,2020-02-24,100,0,0,0,NA,NA,"Start On or After",2020-02-24,NA,NA,"A1170: FS","MDC1-1383: FS",NA,0,0
"58","MDC1-2002","Completed","MDC1-BL.4.9.2","Start Milestone","Phase 1B - Funding Release",2020-03-30 07:00:00,NA,2020-03-30 07:00:00,NA,2020-03-30 07:00:00,2020-03-30,100,0,0,0,NA,NA,"Start On or After",2020-03-30,NA,NA,"A1170: FS, A1170: SS","MDC1-1977: FS, MDC1-1998: FS 7, MDC1.AD.CS1030: FS, MDC1.AD.CS1000: FS, MDC1.AD.CS1020: FS, MDC1-2011: FS 7, MDC1-2013: FS 7, MDC1-1994: FS, MDC1.S.1000: FS, MDC1-2016: FS 7, MDC1-1997: FS 7, MDC1-2003: FS, MDC1-C1.P1000: FS, MDC1-2000: FS, MDC1-2111: FS, MDC1-1996: FS, MDC1-2140.1: FS",NA,0,0
"59","MDC1-2003","Not Started","MDC1-BL.4.9.2","Start Milestone","Phase 1C - Funding Release",2020-06-30 08:00:00,NA,NA,NA,2020-06-30 08:00:00,NA,0,0,0,0,11,11,"Start On or After",2020-06-30 08:00:00,NA,NA,"MDC1-2002: FS","MDC1-2008: FS, MDC1.AD.CS1090: FS, MDC1-2010: FS, MDC1-2012: FS, MDC1.C1.CS1050: FS, MDC1.AD.CS1050: FS, MDC1-1995: FS, MDC1-2101: FS, MDC1-2102: FS, MDC1-2103: FS, MDC1-2104: FS, MDC1-2105: FS, MDC1-2106: FS, MDC1.AD.CS1050: FF",NA,0,0
"60","MDC1-2029","Completed","MDC1-BL.4.9.2","Start Milestone","Schneider Electric ROJ Received from MDC1",2020-04-27 07:00:00,NA,2020-04-13,NA,2020-04-27 07:00:00,2020-04-13,100,0,0,0,NA,NA,"Start On or After",2020-04-13,NA,NA,"MDC1.M1000: FS","MDC1.C1.E1380: FS, MDC1.C1.E1470: FS",NA,0,0
"61","MDC1.C1.E1280","Not Started","MDC1-BL.4.10.2.5.1","Start Milestone","AHU - ROJ COLO-1 Cell- 1",2020-10-21 07:00:00,NA,NA,NA,2020-10-21 07:00:00,NA,0,0,0,0,57,57,NA,NA,NA,NA,"MDC1.C1.C1170: FS","MDC1.C1.C1230: FS",NA,0,0
"62","MDC1.C1.E1390","Not Started","MDC1-BL.4.10.2.5.1","Start Milestone","AHU - ROJ COLO-1 Cell- 3",2020-11-20 07:00:00,NA,NA,NA,2020-11-20 07:00:00,NA,0,0,0,0,33,33,NA,NA,NA,NA,"MDC1.C1.C3200: FS","MDC1.C1.C3290: FS",NA,0,0
"63","MDC1.C1.E1290","Not Started","MDC1-BL.4.10.2.5.1","Start Milestone","AHU - ROJ COLO-1 Cell- 2",2020-10-21 07:00:00,NA,NA,NA,2020-10-21 07:00:00,NA,0,0,0,0,57,57,NA,NA,NA,NA,"MDC1.C1.C2160: FS","MDC1.C1.C2210: FS",NA,0,0
"64","MDC1.C1.E1400","Not Started","MDC1-BL.4.10.2.5.1","Start Milestone","AHU - ROJ COLO-1 Cell- 4",2020-11-20 07:00:00,NA,NA,NA,2020-11-20 07:00:00,NA,0,0,0,0,33,33,NA,NA,NA,NA,"MDC1.C1.C4190: FS","MDC1.C1.C4250: FS",NA,0,0
"65","MDC1.C2.E1260","Not Started","MDC1-BL.4.10.2.5.2","Start Milestone","AHU - ROJ COLO-2 Cell- 1",2020-11-20 07:00:00,NA,NA,NA,2020-11-20 07:00:00,NA,0,0,0,0,66,66,NA,NA,NA,NA,"MDC1.C2.C1160: FS","MDC1.C2.C1210: FS",NA,0,0
"66","MDC1.C2.E1320","Not Started","MDC1-BL.4.10.3.2.2","Start Milestone","MDC1 Deliery -AHU - ROJ COLO-2 Cell- 3",2020-12-23 07:00:00,NA,NA,NA,2020-12-23 07:00:00,NA,0,0,0,0,52,52,"Start On or After",2020-12-23 07:00:00,NA,NA,"MDC1-2527: FS","MDC1.C2.C3250: FS",NA,0,0
"67","MDC1.C2.E1270","Not Started","MDC1-BL.4.10.2.5.2","Start Milestone","AHU - ROJ COLO-2 Cell- 2",2020-11-20 07:00:00,NA,NA,NA,2020-11-20 07:00:00,NA,0,0,0,0,66,66,NA,NA,NA,NA,"MDC1.C2.C2140: FS","MDC1.C2.C2200: FS",NA,0,0
"68","MDC1.C2.E1330","Not Started","MDC1-BL.4.10.2.5.2","Start Milestone","AHU - ROJ COLO-2 Cell- 4",2020-12-23 07:00:00,NA,NA,NA,2020-12-23 07:00:00,NA,0,0,0,0,52,52,NA,NA,NA,NA,"MDC1.C2.C4150: FS","MDC1.C2.C4190: FS",NA,0,0
"69","MDC1.C3.E1140","Not Started","MDC1-BL.4.10.2.5.3","Start Milestone","AHU - ROJ COLO-3 Cell- 1",2020-11-21 07:00:00,NA,NA,NA,2020-11-21 07:00:00,NA,0,0,0,0,97,97,NA,NA,NA,NA,"MDC1.C3.C1070: FS","MDC1.C3.C1140: FS",NA,0,0
"70","MDC1.C3.E1300","Not Started","MDC1-BL.4.10.2.5.3","Start Milestone","AHU - ROJ COLO-3 Cell- 3",2020-12-28 07:00:00,NA,NA,NA,2020-12-28 07:00:00,NA,0,0,0,0,83,83,NA,NA,NA,NA,"MDC1.C3.C3090: FS","MDC1.C3.C3140: FS",NA,0,0
